razon_social,objeto_social,cif,forma_juridica,actividad,actividad_cnae,sector,estado_empresa,fecha_constitucion,fecha_ultimo_cambio,direccion,telefono,web,email,url
Torres Espic Sl,Objeto socialFabricación y venta de colchones,CIFB06841977,Forma jurídicaSociedad limitada unipersonal,ActividadFabricación artículos acabados materias plásticas,"Actividad CNAE2221 - Fabricación de placas, hojas, tubos y perfiles de plástico",SectorIndustria,Estado de la empresaViva,Fecha de constitución1-6-2021,Fecha último cambio5-10-2025,"Poligono industrial, s/n, picassent, 46220, valencia",961221470,,poliuretanos@torresespic.es,https://empresite.eleconomista.es/TORRES-ESPIC-VALENCIA.html
Construcciones Teasañ Sl.,"Objeto socialLa compraventa e intermediación de toda clase de fincas rústicas y urbanas, la promoción y construcción sobre las mismas de toda clase de edificaciones, su rehabilitación, venta o arrendamiento no financiero, y la construcción de toda clase de obras públicas o privadas. cnae 4110 y 4121. instalacion",CIFB98608953,Forma jurídicaSociedad limitada unipersonal,"Actividadconstrucción de autopistas , carreteras, campos de aterrizaje, vías férreas y centros deportivos",Actividad CNAE4299 - Construcción de otros proyectos de ingeniería civil n.c.o.p.,SectorConstrucción y actividades inmobiliarias,Estado de la empresaViva,Fecha de constitución20-2-2014,Fecha último cambio21-9-2025,"Calle verge dels desemparats, 10 - piso 4, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/CONSTRUCCIONES-TEASAN.html
Casas De Madera De Hoy Sociedad Limitada.,"4121. construcción de edificios residenciales. otras actividades: 41. construcción de edificios. 42. ingeniería civil. 43. actividades de construcción especializada. 46. comercio al por mayor, excepto de vehículos de motor y motocicletas. 47. comercio al por menor, excepto",CIFB98830367,Forma jurídicaSociedad limitada unipersonal,"Actividadconstrucción completa, reparacion, conservacion de edificaciones",Actividad CNAE4121 - Construcción de edificios residenciales,SectorConstrucción y actividades inmobiliarias,Estado de la empresaCierre de hoja registral,Fecha de constitución27-5-2016,,"Poligono industrial, 4, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/CASAS-MADERA-HOY.html
Grupo Kleinecke Sociedad Limitada.,"Objeto socialTodo tipo de actividades de la cría, compraventa, adiestramiento y pupilaje de caballos, así como la enseñanza de la equitación, organización y participación de concursos y exposiciones",CIFB72588155,Forma jurídicaSociedad limitada unipersonal,Actividades de pupilaje y doma de caballos y otros equinos. Alquiler de animales en ruta. -Escuela de equitación,Actividad CNAE0143 - Explotación de caballos y otros equinos,SectorAgricultura,Estado de la empresaViva,Fecha de constitución19-10-2022,Fecha último cambio11-8-2024,"Partida la terrabona, s/n - pol 51 par 69, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/GRUPO-KLEINECKE.html
Premium Petroleum Investments Sociedad Limitada.,"Objeto socialLa venta de carburantes al por mayor y al por menor, así como la gestión y explotación de estación de servicio y el arrendamiento de las mismas, con la exclusión del arrendamiento financiero. la compraventa y arrendamiento de bienes inmuebles con exclusión del arrendamiento financiero. el cnae de la",CIFB40531261,Forma jurídicaSociedad limitada,"ActividadComercio al por menor de combustibles, carburantes y lubricantes",Actividad CNAE4730 - Comercio al por menor de combustible para la automoción en establecimientos especializados,SectorComercio,Estado de la empresaInactiva según nuestras fuentes,Fecha de constitución25-10-2018,Fecha último cambio7-9-2025,"Calle doctor soler, 1, picassent, 46220, valencia",,,juani@explotacionesavicolasvalencianas.com,https://empresite.eleconomista.es/PREMIUM-PETROLEUM-INVESTMENTS.html
"Nexo, Edificacion E Interiorismo Sociedad Limitada.","41.21 / construcción de edificios residenciales. otras actividades: 41.10 / promoción inmobiliaria, 74.10 / actividades de diseño especializado, 68.32 / gestión y administración de la propiedad inmobiliaria, 68.31 / agentes de la propiedad inmobiliaria, 68.20 / alquiler de biene",CIFB98909070,Forma jurídicaSociedad limitada unipersonal,ActividadConstrucción de edificios residenciales,Actividad CNAE4121 - Construcción de edificios residenciales,SectorConstrucción y actividades inmobiliarias,Estado de la empresaViva,Fecha de constitución25-4-2017,Fecha último cambio17-8-2025,"Calle carles albors, 38 - 4 7, picassent, 46220, valencia",384746220,,,https://empresite.eleconomista.es/NEXO-EDIFICACION-INTERIORISMO.html
Fulex Agricola Sociedad Limitada.,"911, cnae: 0161). el comercio al por mayor de frutas y verduras (epígrafes iae: 612.3, cnae: 4631). el comercio al por menor de frutas y verduras (epígrafes iae: 641, cnae: 4721). el cnae de la actividad principal es el 0161",CIFB42851535,Forma jurídicaSociedad limitada unipersonal,Actividades de apoyo a la agricultura,Actividad CNAE0161 - Actividades de apoyo a la agricultura,SectorAgricultura,Estado de la empresaViva,Fecha de constitución23-2-2021,Fecha último cambio9-11-2025,"Calle olocau, 3 - 2 10, picassent, 46220, valencia",321046220,,,https://empresite.eleconomista.es/FULEX-AGRICOLA.html
Edo Artesanos Sl.,Objeto socialLa compraventa de cueros y pieles. la fabricación de calzado.,CIFB75541888,Forma jurídicaSociedad limitada unipersonal,"46.16-Intermediarios del comercio de textiles, prendas de vestir, peletería, calzado y artículos de cuero Otras actividades: 47.72-Comercio al por menor de calzado y artículos de cuero en establecimientos especializados, 62.02-Actividades de consultoría informática, 46.41-Comerc",Actividad CNAE4642 - Comercio al por mayor de prendas de vestir y calzado,SectorComercio,Estado de la empresaViva,Fecha de constitución5-12-2024,Fecha último cambio7-12-2025,"Calle 6 (poligono industrial picassent), 18 - pol industrial, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/SUELA-ASFALTO.html
Flashjet Class Sociedad Limitada,"la compra, venta, y alquiler de todo tipo deaeronaves, motores, aparatos, recambios, accesorios y vehículos tanto parala navegación aérea, como para el transporte terrestre, así como la investigación, construcción y reparación de los mismos. la representación, concesi",CIFB98301211,Forma jurídicaSociedad limitada,Actividades relacionadas,Actividad CNAE4519 - Venta de otros vehículos de motor,SectorComercio,Estado de la empresaCierre de hoja registral,Fecha de constitución31-12-2010,,"Calle florida camino de la coma, s/n, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/FLASHJET-CLASS.html
Brennan Grau Y Muñoz Transportes Sociedad Limitada.,"Objeto social1) el transporte de mercancías por carretera y actividades anexas al transporte terrestre. 2) la sociedad podrá también desarrollar de modo indirecto, total o parcialmente, las actividades que integran el objeto social, mediante la titularidad de acciones o participaciones en sociedades de idéntico",CIFB98700172,Forma jurídicaSociedad limitada,ActividadTransporte mercancías por carretera,Actividad CNAE4941 - Transporte de mercancías por carretera,SectorTransportes,Estado de la empresaViva,Fecha de constitución11-2-2015,Fecha último cambio30-11-2025,"Calle san jose, 84 - 7, picassent, 46220, valencia",,,bregramu@hotmail.com,https://empresite.eleconomista.es/BRENNAN-GRAU-MUNOZ-TRANSPORTES.html
Inversiones Y Representaciones Rosmar Sociedad Limitada.,cnae 6810. compraventa de bienes inmobiliarios por cuenta propia. cnae 6820. alquiler de bienes inmobiliarios por cuenta propia,CIFB40518250,Forma jurídicaSociedad limitada,"Actividades de contabilidad, teneduría de libros, auditoría y asesoría fiscal. CNAE 69.20. Otras actividades de consultoría de gestión empresarial. CNAE 70.20. Servicios de intermediación para actividades inmobiliarias. CNAE 68.31 Otras actividades inmobiliarias por cuenta de terceros. CNAE 68.32. A","Actividad CNAE6920 - Actividades de contabilidad, teneduría de libros, auditoría y asesoría fiscal",SectorServicios empresariales,Estado de la empresaCierre de hoja registral,Fecha de constitución27-8-2018,,"Poligono 2, s/n - par 123 a, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/INVERSIONES-REPRESENTACIONES-ROSMAR.html
Perforaciones Aguado Dominguez S.l.,"Objeto socialRealizacion de trabajos de perforacion. alumbramiento y captacion de agua, sus complementarios y adicionales empleando para ello cualquier tipo de maquinaria que sea necesari",CIFB96813225,Forma jurídicaSociedad limitada,ActividadPerforaciones para alumbramientos de aguas,Actividad CNAE4313 - Perforaciones y sondeos,SectorConstrucción y actividades inmobiliarias,Estado de la empresaCierre de hoja registral,Fecha de constitución14-4-1999,,"Calle pare guaita, 7, picassent, 46220, valencia",961232995,,,https://empresite.eleconomista.es/PERFORACIONES-AGUADO-DOMINGUEZ.html
Jasoval Color Sl,"Objeto socialLa comercializacion, importacion, distribucion y elaboracion de productos quimicos para la industria y la intermediacion en el comercio de tales productos.",CIFB98110745,Forma jurídicaSociedad limitada,Actividades relacionadas,Actividad CNAE4675 - Comercio al por mayor de productos químicos,SectorComercio,Estado de la empresaViva,Fecha de constitución12-2-2009,Fecha último cambio21-9-2025,"Poligono 13, 1005 - par 1005. nav 7, picassent, 46220, valencia",,,jasovalcolor@hotmail.com,https://empresite.eleconomista.es/JASOVAL-COLOR.html
Sonne Pv Systems S.l.u.,Objeto socialDistribución al mayor de estructuras para sistemas solares.,CIFB76774322,Forma jurídicaSociedad limitada,"ActividadInstalaciones eléctricas en general. Instalaciones de redes telegráficas, telefónicas, telefonía sin hilos y televisión.",Actividad CNAE4321 - Instalaciones eléctricas,SectorConstrucción y actividades inmobiliarias,Estado de la empresaViva,Fecha de constitución4-9-2018,Fecha último cambio21-9-2025,"Poligono industrial la coma, 30, picassent, 46220, valencia",960805881,,info@sonne-pv.solar,https://empresite.eleconomista.es/TRADING-ADVISORY-AND-LEGAL-SUN-ENGINEERING-SOLUTIONS.html
Retamal Belenguer Instalaciones Sociedad Limitada.,Objeto social- construcción y mantenimiento de instalaciones eléctricas y tramitación de expedientes y boletines. - construcción y mantenimiento de instalaciones fotovoltaicas y tramitación de expedientes y boletines..,CIFB40636409,Forma jurídicaSociedad limitada,ActividadConstrucción de redes eléctricas y de telecomunicaciones,Actividad CNAE4222 - Construcción de redes eléctricas y de telecomunicaciones,SectorConstrucción y actividades inmobiliarias,Estado de la empresaViva,Fecha de constitución24-1-2020,Fecha último cambio19-1-2025,"Calle matilde salvador, 4 - bj e, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/RETAMAL-BELENGUER-INSTALACIONES.html
Mondefruta Export Sociedad Limitada,Objeto socialComercio mayor de frutas y verduras.,CIFB98325814,Forma jurídicaSociedad limitada,"46.31 / Comercio al por mayor de frutas y verduras. Actividades adicionales: 10.39 / Otro procesado y conservación de frutas y hortalizas. Si alguna de las actividades elegidas fuere de carácter profesional, la sociedad la ejercerá como mera intermediadora entre el profesional p.",Actividad CNAE4631 - Comercio al por mayor de frutas y hortalizas,SectorComercio,Estado de la empresaViva,Fecha de constitución23-3-2011,Fecha último cambio27-4-2025,"Poligono 12, 54 - pol industrial la coma, picassent, 46220, valencia",962999564,,info@mondefruta.com,https://empresite.eleconomista.es/MONDEFRUTA-EXPORT.html
Ganados Machancoses Ortiz Sociedad Limitada,"Objeto socialA) la producción, adquisición, manipulación, industrialización, distribución y comercialización de productos agrícolas y de sus derivados. la manipulación, envasado, empaquetado, y etiquetado de productos agroalimentarios e industriales. b) actividades pecuarias, tales como la crianza, engorde, past",CIFB98325335,Forma jurídicaSociedad limitada,Actividades relacionadas,Actividad CNAE0150 - Producción agrícola combinada con la producción ganadera,SectorAgricultura,Estado de la empresaCierre de hoja registral,Fecha de constitución22-3-2011,,"Calle carles albors, 56 - piso 1, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/GANADOS-MACHANCOSES-ORTIZ.html
Arrendamientos Nemara Sl,Objeto socialArrendamiento de inmuebles,CIFB98307366,Forma jurídicaSociedad limitada,Actividades relacionadas,Actividad CNAE6820 - Alquiler de bienes inmobiliarios por cuenta propia,SectorConstrucción y actividades inmobiliarias,Estado de la empresaViva,Fecha de constitución30-12-2010,Fecha último cambio13-7-2025,"Calle cervantes, 58 - bj, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/ARRENDAMIENTOS-NEMARA.html
Luisina Cucine Sl.,"Objeto socialDistribución de los productos luisina scd en españa. fregaderos, grifería y accesorios para la cocina y el baño",CIFB98207640,Forma jurídicaSociedad limitada,"ActividadComercio al por mayor de ferretería, fontanería y calefacción","Actividad CNAE4674 - Comercio al por mayor de ferretería, fontanería y calefacción",SectorComercio,Estado de la empresaViva,Fecha de constitución27-1-2010,Fecha último cambio17-8-2025,"Poligono industrial cañada de codonyers, 5 - nave, picassent, 46220, valencia",963310069,,mabel.sancho@cucineoggi.com,https://empresite.eleconomista.es/LUISINA-CUCINE.html
Restaurante Madismar Sl,"Objeto social-la explotación de toda clase de negocios dedicados al ramo de la hostelería, bar y cafetería. -la venta, reparación y mantenimiento de todo tipo de maquinaría dedicada al ramo de la hostelería. -el comercio al por mayor y menor de todo tipo de productos de limpieza. -el comercio al por mayor y meno",CIFB98337694,Forma jurídicaSociedad limitada,ACTIVIDADES RELACIONADAS CON LA HOSTELERIA Y RESTAURACION Y COMERCIO AL POR MENOR,Actividad CNAE5630 - Establecimientos de bebidas,SectorHostelería,Estado de la empresaCierre de hoja registral,Fecha de constitución20-4-2011,,"Poligono industrial, picassent, 46220, valencia",,,,https://empresite.eleconomista.es/RESTAURANTE-MADISMAR.html
